Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2025-01-01 00:06:06.217042,x,veľmi dobrá,0 - 20,0 - 14,0 - 33,0 - 25,0 - 1000,0 - 20
2025-01-01 00:06:06.217042,x,dobrá,>20 - 40,>14 - 25,>33 - 65,>25- 50,>1000 - 2000,>20 - 40
2025-01-01 00:06:06.217042,x,zhoršená,>40 - 100,>25 - 70,>65 - 180,>50 - 350,>2000 - 10000,>40 - 200
2025-01-01 00:06:06.217042,x,zlá,>100 - 180,>70 - 140,>180 - 240,>350 - 500,>10000 - 30000,>200 - 400
2025-01-01 00:06:06.217042,x,veľmi zlá,>180,>140,>240,>500,>30000,>400
2025-01-01 00:06:06.217042,x,znečisťujúca látka sa na tejto stanici nemeria
2025-01-01 00:06:06.217042,PDL,pod detekčný limit
2025-01-01 00:06:06.217042,*,hodnoty pre túto znečisťujúcu látku nie sú momentálne dostupné
2025-01-01 00:06:06.217042,**,reinštalácia zariadenia
2025-01-01 00:06:06.217042,\n\nHodnoty koncentrácie plynných ZL s výnimkou ortuti (Hg) sú uvedené v µg/m3 (mikrogramoch na meter kubický).\nHodnota ortuti (Hg) je uvedená v ng/m3 (nanogramoch na meter kubický).\nHodnoty všetkých plynných ZL sú prepočítané na štandardné stavové podmienky (teplota 20°C (29315 K) a tlak 101325 kPa).\nHodnoty koncentrácie aerosólov PM10 a PM25 sú uvedené v µg/m3 (mikrogramoch na meter kubický) pri podmienkach okolia.\nÚdaje sú nevalidované\n\n
2025-01-01 01:06:07.320886,x,veľmi dobrá,0 - 20,0 - 14,0 - 33,0 - 25,0 - 1000,0 - 20
2025-01-01 01:06:07.320886,x,dobrá,>20 - 40,>14 - 25,>33 - 65,>25- 50,>1000 - 2000,>20 - 40
2025-01-01 01:06:07.320886,x,zhoršená,>40 - 100,>25 - 70,>65 - 180,>50 - 350,>2000 - 10000,>40 - 200
2025-01-01 01:06:07.320886,x,zlá,>100 - 180,>70 - 140,>180 - 240,>350 - 500,>10000 - 30000,>200 - 400
2025-01-01 01:06:07.320886,x,veľmi zlá,>180,>140,>240,>500,>30000,>400
2025-01-01 01:06:07.320886,x,znečisťujúca látka sa na tejto stanici nemeria
2025-01-01 01:06:07.320886,PDL,pod detekčný limit
2025-01-01 01:06:07.320886,*,hodnoty pre túto znečisťujúcu látku nie sú momentálne dostupné
2025-01-01 01:06:07.320886,**,reinštalácia zariadenia
2025-01-01 01:06:07.320886,\n\nHodnoty koncentrácie plynných ZL s výnimkou ortuti (Hg) sú uvedené v µg/m3 (mikrogramoch na meter kubický).\nHodnota ortuti (Hg) je uvedená v ng/m3 (nanogramoch na meter kubický).\nHodnoty všetkých plynných ZL sú prepočítané na štandardné stavové podmienky (teplota 20°C (29315 K) a tlak 101325 kPa).\nHodnoty koncentrácie aerosólov PM10 a PM25 sú uvedené v µg/m3 (mikrogramoch na meter kubický) pri podmienkach okolia.\nÚdaje sú nevalidované\n\n
2025-01-01 02:06:06.645225,x,veľmi dobrá,0 - 20,0 - 14,0 - 33,0 - 25,0 - 1000,0 - 20
2025-01-01 02:06:06.645225,x,dobrá,>20 - 40,>14 - 25,>33 - 65,>25- 50,>1000 - 2000,>20 - 40
