Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2023-01-20 10:06:02.075956,Trnava Kollárova,29,19,x,x,377,42,119,1.3,x
2023-01-20 10:06:02.075956,Sereď Vinárska,24,18,x,x,x,25,40,x,x
2023-01-20 10:06:02.075956,Trenčín Hasičská,22,16,x,10,371,45,107,1.4,x
2023-01-20 10:06:02.075956,Púchov 1. mája,13,10,x,3,299,27,36,x,x
2023-01-20 10:06:02.075956,Bystričany Rozvodňa SSE,18,16,x,38,x,x,x,x,x
2023-01-20 10:06:02.075956,Handlová Morovianska cesta,27,23,x,11,x,x,x,x,x
2023-01-20 10:06:02.075956,Prievidza Malonecpalská,14,11,27,26,x,12,14,x,x
2023-01-20 10:06:02.075956,Žarnovica Dolná,25,23,x,x,x,21,63,x,x
2023-01-20 10:06:02.075956,Žiar nad Hronom Jilemnického,11,12,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Zvolen J. Alexyho,21,17,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Banská Bystrica Štefánikovo nábrežie,25,15,x,7,1117,27,282,2.8,x
2023-01-20 10:06:02.075956,Banská Bystrica Zelená,12,10,*,x,x,20,33,x,x
2023-01-20 10:06:02.075956,Lučenec Gemerská cesta,32,31,2,x,701,36,115,2.3,x
2023-01-20 10:06:02.075956,Hnúšťa Hlavná,24,20,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Jelšava Jesenského,10,10,33,x,x,*,*,x,x
2023-01-20 10:06:02.075956,Žilina Obežná,19,14,35,x,233,17,27,x,x
2023-01-20 10:06:02.075956,Oščadnica,11,16,44,6,x,12,15,x,x
2023-01-20 10:06:02.075956,Martin Jesenského,14,18,x,x,551,20,47,1.3,x
2023-01-20 10:06:02.075956,Ružomberok Riadok,14,15,14,7,602,28,65,2.2,x
2023-01-20 10:06:02.075956,Chopok EMEP,x,x,72,x,x,1,2,x,x
2023-01-20 10:06:02.075956,Liptovský Mikuláš Školská,24,11,x,5,x,38,118,x,x
2023-01-20 10:06:02.075956,Košice Ďumbierska,x,x,16,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Košice Amurská,16,16,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Košice Štefánikova,19,19,x,PDL,742,22,50,2.3,x
2023-01-20 10:06:02.075956,Kojšovská hoľa,x,x,27,x,x,9,10,x,x
2023-01-20 10:06:02.075956,Veľká Ida Letná,30,26,x,x,*,x,x,x,x
2023-01-20 10:06:02.075956,Strážske Mierová,15,13,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Trebišov T. G. Masaryka,18,18,18,x,x,12,15,x,x
2023-01-20 10:06:02.075956,Krompachy SNP,18,19,x,10,*,32,86,2.3,x
2023-01-20 10:06:02.075956,Poprad Železničná,25,26,x,x,x,15,25,x,x
2023-01-20 10:06:02.075956,Stará Lesná AÚ SAV EMEP,13,11,*,x,x,10,14,x,x
2023-01-20 10:06:02.075956,Gánovce Meteo. st,x,x,*,x,x,12,19,x,x
2023-01-20 10:06:02.075956,Prešov Arm. gen. L. Svobodu,*,*,x,x,610,35,161,1.9,x
2023-01-20 10:06:02.075956,Humenné Nám. slobody,16,12,16,x,x,16,28,x,x
2023-01-20 10:06:02.075956,Starina Vodná nádrž EMEP,x,x,30,x,x,7,9,x,1.3
2023-01-20 10:06:02.075956,Kolonické sedlo,8,4,x,x,x,x,x,x,x
2023-01-20 10:06:02.075956,Vranov nad Top. M. R. Štefánika,14,17,x,8,x,x,x,x,x
2023-01-20 10:06:02.075956,Hencovce mobilná AMS,21,17,x,x,386,11,14,x,x
2023-01-20 10:06:02.075956,Nižný Hrušov mobilná AMS,18,19,x,x,400,12,18,x,x
2023-01-20 10:06:02.075956,Bardejov Pod Vinbargom,23,22,14,x,x,16,34,x,x
2023-01-20 11:06:01.957946,Bratislava Kamenné nám.,18,12,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Bratislava Trnavské Mýto,30,17,x,x,337,*,*,0.5,x
2023-01-20 11:06:01.957946,Bratislava Jeséniova,17,11,37,3,x,9,12,x,x
2023-01-20 11:06:01.957946,Bratislava Mamateyova,18,17,30,4,x,20,25,x,x
2023-01-20 11:06:01.957946,Bratislava Púchovská,27,20,x,3,279,15,25,0.3,x
2023-01-20 11:06:01.957946,Bratislava Padlých hrdinov mobilná AMS,23,20,x,x,*,27,38,x,x
2023-01-20 11:06:01.957946,Rovinka mobilná AMS,19,x,x,7,245,21,26,0.7,x
2023-01-20 11:06:01.957946,Pezinok Obrancov mieru,19,15,*,x,x,12,16,x,x
2023-01-20 11:06:01.957946,Rohožník Senická,32,26,x,13,895,23,48,1.5,x
2023-01-20 11:06:01.957946,Senec Boldocká,20,13,26,x,368,26,58,x,x
2023-01-20 11:06:01.957946,Nitra Janíkovce,13,11,19,x,x,26,35,x,x
2023-01-20 11:06:01.957946,Nitra Štúrova,13,14,x,4,331,PDL,25,0.4,x
2023-01-20 11:06:01.957946,Komárno Vnútorná okružná,17,15,26,x,x,18,23,x,x
2023-01-20 11:06:01.957946,Plášťovce,47,40,10,x,x,14,23,x,x
2023-01-20 11:06:01.957946,Topoľníky Aszód EMEP,22,22,30,2,x,15,16,x,*
2023-01-20 11:06:01.957946,Senica Hviezdoslavova,25,24,x,8,x,x,x,x,x
2023-01-20 11:06:01.957946,Trnava Kollárova,26,22,x,x,369,39,117,1.2,x
2023-01-20 11:06:01.957946,Sereď Vinárska,26,18,x,x,x,*,*,x,x
2023-01-20 11:06:01.957946,Trenčín Hasičská,11,9,x,10,304,26,42,0.9,x
2023-01-20 11:06:01.957946,Púchov 1. mája,17,14,x,3,*,29,50,x,x
2023-01-20 11:06:01.957946,Bystričany Rozvodňa SSE,24,17,x,41,x,x,x,x,x
2023-01-20 11:06:01.957946,Handlová Morovianska cesta,15,11,x,11,x,x,x,x,x
2023-01-20 11:06:01.957946,Prievidza Malonecpalská,12,12,10,27,x,39,112,x,x
2023-01-20 11:06:01.957946,Žarnovica Dolná,35,35,x,x,x,23,66,x,x
2023-01-20 11:06:01.957946,Žiar nad Hronom Jilemnického,16,14,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Zvolen J. Alexyho,20,20,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Banská Bystrica Štefánikovo nábrežie,29,19,x,7,1027,29,249,2.9,x
2023-01-20 11:06:01.957946,Banská Bystrica Zelená,11,10,*,x,x,18,44,x,x
2023-01-20 11:06:01.957946,Lučenec Gemerská cesta,33,30,4,x,629,32,81,2.3,x
2023-01-20 11:06:01.957946,Hnúšťa Hlavná,29,24,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Jelšava Jesenského,13,8,37,x,x,8,13,x,x
2023-01-20 11:06:01.957946,Žilina Obežná,14,11,36,x,243,17,26,x,x
2023-01-20 11:06:01.957946,Oščadnica,17,13,45,8,x,11,14,x,x
2023-01-20 11:06:01.957946,Martin Jesenského,13,15,x,x,564,25,52,1.3,x
2023-01-20 11:06:01.957946,Ružomberok Riadok,19,15,17,7,651,24,51,2,x
2023-01-20 11:06:01.957946,Chopok EMEP,x,x,73,x,x,*,*,x,x
2023-01-20 11:06:01.957946,Liptovský Mikuláš Školská,36,33,x,5,x,30,76,x,x
2023-01-20 11:06:01.957946,Košice Ďumbierska,x,x,22,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Košice Amurská,14,16,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Košice Štefánikova,20,20,x,5,696,16,38,2.2,x
2023-01-20 11:06:01.957946,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-20 11:06:01.957946,Veľká Ida Letná,33,26,x,x,938,x,x,x,x
2023-01-20 11:06:01.957946,Strážske Mierová,17,14,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Trebišov T. G. Masaryka,13,19,20,x,x,11,16,x,x
2023-01-20 11:06:01.957946,Krompachy SNP,21,21,x,10,537,31,93,1.6,x
2023-01-20 11:06:01.957946,Poprad Železničná,22,25,x,x,x,13,22,x,x
2023-01-20 11:06:01.957946,Stará Lesná AÚ SAV EMEP,13,9,37,x,x,7,9,x,x
2023-01-20 11:06:01.957946,Gánovce Meteo. st,x,x,*,x,x,*,*,x,x
2023-01-20 11:06:01.957946,Prešov Arm. gen. L. Svobodu,*,*,x,x,601,38,153,1.5,x
2023-01-20 11:06:01.957946,Humenné Nám. slobody,12,9,18,x,x,15,27,x,x
2023-01-20 11:06:01.957946,Starina Vodná nádrž EMEP,x,x,38,x,x,5,6,x,1.5
2023-01-20 11:06:01.957946,Kolonické sedlo,9,5,x,x,x,x,x,x,x
2023-01-20 11:06:01.957946,Vranov nad Top. M. R. Štefánika,13,16,x,8,x,x,x,x,x
2023-01-20 11:06:01.957946,Hencovce mobilná AMS,22,17,x,x,423,10,16,x,x
2023-01-20 11:06:01.957946,Nižný Hrušov mobilná AMS,17,17,x,x,412,11,18,x,x
2023-01-20 11:06:01.957946,Bardejov Pod Vinbargom,21,22,17,x,x,*,*,x,x
2023-01-20 12:06:01.635356,Bratislava Kamenné nám.,18,11,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Bratislava Trnavské Mýto,30,19,x,x,333,36,106,0.4,x
2023-01-20 12:06:01.635356,Bratislava Jeséniova,17,17,34,3,x,11,15,x,x
2023-01-20 12:06:01.635356,Bratislava Mamateyova,20,13,20,5,x,19,27,x,x
2023-01-20 12:06:01.635356,Bratislava Púchovská,29,19,x,4,277,14,22,0.4,x
2023-01-20 12:06:01.635356,Bratislava Padlých hrdinov mobilná AMS,28,17,x,x,*,25,39,x,x
2023-01-20 12:06:01.635356,Rovinka mobilná AMS,21,x,x,3,254,17,23,0.8,x
2023-01-20 12:06:01.635356,Pezinok Obrancov mieru,20,19,*,x,x,14,19,x,x
2023-01-20 12:06:01.635356,Rohožník Senická,29,22,x,12,905,21,45,1.2,x
2023-01-20 12:06:01.635356,Senec Boldocká,24,16,27,x,368,26,64,x,x
2023-01-20 12:06:01.635356,Nitra Janíkovce,17,13,20,x,x,24,37,x,x
2023-01-20 12:06:01.635356,Nitra Štúrova,16,13,x,4,335,PDL,30,0.4,x
2023-01-20 12:06:01.635356,Komárno Vnútorná okružná,22,18,24,x,x,17,24,x,x
2023-01-20 12:06:01.635356,Plášťovce,43,38,13,x,x,13,22,x,x
2023-01-20 12:06:01.635356,Topoľníky Aszód EMEP,19,21,33,2,x,13,15,x,*
2023-01-20 12:06:01.635356,Senica Hviezdoslavova,24,23,x,8,x,x,x,x,x
2023-01-20 12:06:01.635356,Trnava Kollárova,23,19,x,x,399,39,113,1.3,x
2023-01-20 12:06:01.635356,Sereď Vinárska,26,18,x,x,x,20,37,x,x
2023-01-20 12:06:01.635356,Trenčín Hasičská,12,9,x,10,306,26,38,1,x
2023-01-20 12:06:01.635356,Púchov 1. mája,17,12,x,4,245,12,18,x,x
2023-01-20 12:06:01.635356,Bystričany Rozvodňa SSE,21,16,x,42,x,x,x,x,x
2023-01-20 12:06:01.635356,Handlová Morovianska cesta,13,8,x,*,x,x,x,x,x
2023-01-20 12:06:01.635356,Prievidza Malonecpalská,18,17,*,27,x,31,81,x,x
2023-01-20 12:06:01.635356,Žarnovica Dolná,43,41,x,x,x,21,49,x,x
2023-01-20 12:06:01.635356,Žiar nad Hronom Jilemnického,17,15,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Zvolen J. Alexyho,24,21,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Banská Bystrica Štefánikovo nábrežie,30,25,x,7,1001,25,259,3,x
2023-01-20 12:06:01.635356,Banská Bystrica Zelená,14,14,*,x,x,15,30,x,x
2023-01-20 12:06:01.635356,Lučenec Gemerská cesta,27,23,13,x,428,21,36,1.5,x
2023-01-20 12:06:01.635356,Hnúšťa Hlavná,28,27,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Jelšava Jesenského,11,11,40,x,x,6,11,x,x
2023-01-20 12:06:01.635356,Žilina Obežná,13,10,36,x,253,18,29,x,x
2023-01-20 12:06:01.635356,Oščadnica,19,15,44,8,x,11,15,x,x
2023-01-20 12:06:01.635356,Martin Jesenského,17,18,x,x,593,25,56,1.3,x
2023-01-20 12:06:01.635356,Ružomberok Riadok,19,19,15,8,646,24,49,2,x
2023-01-20 12:06:01.635356,Chopok EMEP,x,x,74,x,x,*,*,x,x
2023-01-20 12:06:01.635356,Liptovský Mikuláš Školská,25,22,x,5,x,21,37,x,x
2023-01-20 12:06:01.635356,Košice Ďumbierska,x,x,24,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Košice Amurská,17,15,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Košice Štefánikova,20,21,x,2,666,16,38,2,x
2023-01-20 12:06:01.635356,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-20 12:06:01.635356,Veľká Ida Letná,29,24,x,x,948,x,x,x,x
2023-01-20 12:06:01.635356,Strážske Mierová,16,13,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Trebišov T. G. Masaryka,16,19,21,x,x,10,15,x,x
2023-01-20 12:06:01.635356,Krompachy SNP,20,21,x,10,430,26,66,1.7,x
2023-01-20 12:06:01.635356,Poprad Železničná,20,20,x,x,x,*,*,x,x
2023-01-20 12:06:01.635356,Stará Lesná AÚ SAV EMEP,6,7,44,x,x,5,7,x,x
2023-01-20 12:06:01.635356,Gánovce Meteo. st,x,x,*,x,x,8,12,x,x
2023-01-20 12:06:01.635356,Prešov Arm. gen. L. Svobodu,*,*,x,x,594,34,136,1.6,x
2023-01-20 12:06:01.635356,Humenné Nám. slobody,15,13,18,x,x,23,58,x,x
2023-01-20 12:06:01.635356,Starina Vodná nádrž EMEP,x,x,44,x,x,4,5,x,1.4
2023-01-20 12:06:01.635356,Kolonické sedlo,8,5,x,x,x,x,x,x,x
2023-01-20 12:06:01.635356,Vranov nad Top. M. R. Štefánika,13,16,x,7,x,x,x,x,x
2023-01-20 12:06:01.635356,Hencovce mobilná AMS,24,22,x,x,417,9,14,x,x
2023-01-20 12:06:01.635356,Nižný Hrušov mobilná AMS,20,21,x,x,404,11,18,x,x
2023-01-20 12:06:01.635356,Bardejov Pod Vinbargom,19,21,19,x,x,13,17,x,x
2023-01-20 13:06:02.256382,Bratislava Kamenné nám.,21,19,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Bratislava Trnavské Mýto,36,20,x,x,295,21,57,0.4,x
2023-01-20 13:06:02.256382,Bratislava Jeséniova,24,20,34,4,x,11,17,x,x
2023-01-20 13:06:02.256382,Bratislava Mamateyova,23,17,43,5,x,17,25,x,x
2023-01-20 13:06:02.256382,Bratislava Púchovská,26,19,x,4,276,14,20,0.4,x
2023-01-20 13:06:02.256382,Bratislava Padlých hrdinov mobilná AMS,28,20,x,x,*,20,30,x,x
2023-01-20 13:06:02.256382,Rovinka mobilná AMS,20,x,x,3,263,16,24,0.6,x
2023-01-20 13:06:02.256382,Pezinok Obrancov mieru,19,17,33,x,x,12,18,x,x
2023-01-20 13:06:02.256382,Rohožník Senická,31,24,x,12,855,21,53,1.1,x
2023-01-20 13:06:02.256382,Senec Boldocká,27,19,27,x,393,25,62,x,x
2023-01-20 13:06:02.256382,Nitra Janíkovce,19,16,37,x,x,13,17,x,x
2023-01-20 13:06:02.256382,Nitra Štúrova,17,16,x,4,351,PDL,23,0.4,x
2023-01-20 13:06:02.256382,Komárno Vnútorná okružná,21,20,23,x,x,18,24,x,x
2023-01-20 13:06:02.256382,Plášťovce,25,19,13,x,x,11,21,x,x
2023-01-20 13:06:02.256382,Topoľníky Aszód EMEP,18,19,35,1,x,12,13,x,*
2023-01-20 13:06:02.256382,Senica Hviezdoslavova,25,24,x,8,x,x,x,x,x
2023-01-20 13:06:02.256382,Trnava Kollárova,25,18,x,x,401,36,98,1.5,x
2023-01-20 13:06:02.256382,Sereď Vinárska,24,18,x,x,x,17,31,x,x
2023-01-20 13:06:02.256382,Trenčín Hasičská,14,11,x,10,293,21,28,1,x
2023-01-20 13:06:02.256382,Púchov 1. mája,12,7,x,4,285,12,19,x,x
2023-01-20 13:06:02.256382,Bystričany Rozvodňa SSE,20,18,x,42,x,x,x,x,x
2023-01-20 13:06:02.256382,Handlová Morovianska cesta,13,8,x,11,x,x,x,x,x
2023-01-20 13:06:02.256382,Prievidza Malonecpalská,14,14,24,26,x,22,43,x,x
2023-01-20 13:06:02.256382,Žarnovica Dolná,32,30,x,x,x,17,30,x,x
2023-01-20 13:06:02.256382,Žiar nad Hronom Jilemnického,18,16,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Zvolen J. Alexyho,15,17,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Banská Bystrica Štefánikovo nábrežie,35,26,x,7,1001,32,253,3,x
2023-01-20 13:06:02.256382,Banská Bystrica Zelená,10,9,*,x,x,10,15,x,x
2023-01-20 13:06:02.256382,Lučenec Gemerská cesta,17,14,16,x,444,18,26,1.3,x
2023-01-20 13:06:02.256382,Hnúšťa Hlavná,24,18,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Jelšava Jesenského,13,16,*,x,x,6,10,x,x
2023-01-20 13:06:02.256382,Žilina Obežná,15,14,*,x,268,16,26,x,x
2023-01-20 13:06:02.256382,Oščadnica,20,19,39,8,x,11,17,x,x
2023-01-20 13:06:02.256382,Martin Jesenského,15,18,x,x,575,21,46,1.3,x
2023-01-20 13:06:02.256382,Ružomberok Riadok,20,20,21,6,585,21,48,1.9,x
2023-01-20 13:06:02.256382,Chopok EMEP,x,x,72,x,x,1,1,x,x
2023-01-20 13:06:02.256382,Liptovský Mikuláš Školská,14,13,x,4,x,18,28,x,x
2023-01-20 13:06:02.256382,Košice Ďumbierska,x,x,*,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Košice Amurská,18,15,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Košice Štefánikova,24,20,x,7,660,19,41,1.9,x
2023-01-20 13:06:02.256382,Kojšovská hoľa,x,x,*,x,x,5,PDL,x,x
2023-01-20 13:06:02.256382,Veľká Ida Letná,32,26,x,x,1199,x,x,x,x
2023-01-20 13:06:02.256382,Strážske Mierová,15,13,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Trebišov T. G. Masaryka,16,19,22,x,x,10,12,x,x
2023-01-20 13:06:02.256382,Krompachy SNP,20,20,x,10,463,25,65,1.7,x
2023-01-20 13:06:02.256382,Poprad Železničná,21,20,x,x,x,8,15,x,x
2023-01-20 13:06:02.256382,Stará Lesná AÚ SAV EMEP,4,9,48,x,x,4,5,x,x
2023-01-20 13:06:02.256382,Gánovce Meteo. st,x,x,*,x,x,7,12,x,x
2023-01-20 13:06:02.256382,Prešov Arm. gen. L. Svobodu,*,*,x,x,581,34,135,1.5,x
2023-01-20 13:06:02.256382,Humenné Nám. slobody,13,13,25,x,x,13,22,x,x
2023-01-20 13:06:02.256382,Starina Vodná nádrž EMEP,x,x,46,x,x,4,5,x,1.3
2023-01-20 13:06:02.256382,Kolonické sedlo,7,5,x,x,x,x,x,x,x
2023-01-20 13:06:02.256382,Vranov nad Top. M. R. Štefánika,14,15,x,7,x,x,x,x,x
2023-01-20 13:06:02.256382,Hencovce mobilná AMS,18,15,x,x,405,9,14,x,x
2023-01-20 13:06:02.256382,Nižný Hrušov mobilná AMS,14,17,x,x,382,11,17,x,x
2023-01-20 13:06:02.256382,Bardejov Pod Vinbargom,22,22,18,x,x,14,24,x,x
2023-01-20 14:06:02.021362,Bratislava Kamenné nám.,27,20,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Bratislava Trnavské Mýto,36,20,x,x,*,21,52,0.4,x
2023-01-20 14:06:02.021362,Bratislava Jeséniova,24,20,40,5,x,11,15,x,x
2023-01-20 14:06:02.021362,Bratislava Mamateyova,23,21,8,6,x,16,23,x,x
2023-01-20 14:06:02.021362,Bratislava Púchovská,28,16,x,4,278,14,19,0.4,x
2023-01-20 14:06:02.021362,Bratislava Padlých hrdinov mobilná AMS,31,17,x,x,*,21,30,x,x
2023-01-20 14:06:02.021362,Rovinka mobilná AMS,22,x,x,3,273,18,27,0.5,x
2023-01-20 14:06:02.021362,Pezinok Obrancov mieru,19,18,35,x,x,13,18,x,x
2023-01-20 14:06:02.021362,Rohožník Senická,30,24,x,13,823,18,39,1,x
2023-01-20 14:06:02.021362,Senec Boldocká,24,17,28,x,342,24,54,x,x
2023-01-20 14:06:02.021362,Nitra Janíkovce,15,13,39,x,x,13,16,x,x
2023-01-20 14:06:02.021362,Nitra Štúrova,17,16,x,4,338,PDL,24,0.4,x
2023-01-20 14:06:02.021362,Komárno Vnútorná okružná,16,15,27,x,x,18,22,x,x
2023-01-20 14:06:02.021362,Plášťovce,22,22,15,x,x,9,16,x,x
2023-01-20 14:06:02.021362,Topoľníky Aszód EMEP,18,16,37,2,x,12,14,x,*
2023-01-20 14:06:02.021362,Senica Hviezdoslavova,29,30,x,8,x,x,x,x,x
2023-01-20 14:06:02.021362,Trnava Kollárova,28,19,x,x,365,32,79,1.5,x
2023-01-20 14:06:02.021362,Sereď Vinárska,21,17,x,x,x,19,31,x,x
2023-01-20 14:06:02.021362,Trenčín Hasičská,10,9,x,11,275,*,*,0.8,x
2023-01-20 14:06:02.021362,Púchov 1. mája,8,10,x,4,249,12,17,x,x
2023-01-20 14:06:02.021362,Bystričany Rozvodňa SSE,24,18,x,45,x,x,x,x,x
2023-01-20 14:06:02.021362,Handlová Morovianska cesta,12,9,x,12,x,x,x,x,x
2023-01-20 14:06:02.021362,Prievidza Malonecpalská,11,11,31,27,x,18,29,x,x
2023-01-20 14:06:02.021362,Žarnovica Dolná,17,16,x,x,x,15,25,x,x
2023-01-20 14:06:02.021362,Žiar nad Hronom Jilemnického,15,13,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Zvolen J. Alexyho,19,17,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Banská Bystrica Štefánikovo nábrežie,31,21,x,7,938,31,238,2.6,x
2023-01-20 14:06:02.021362,Banská Bystrica Zelená,10,8,*,x,x,10,14,x,x
2023-01-20 14:06:02.021362,Lučenec Gemerská cesta,14,14,12,x,445,22,34,1,x
2023-01-20 14:06:02.021362,Hnúšťa Hlavná,8,5,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Jelšava Jesenského,11,12,43,x,x,6,10,x,x
2023-01-20 14:06:02.021362,Žilina Obežná,20,16,33,x,293,18,30,x,x
2023-01-20 14:06:02.021362,Oščadnica,23,19,41,8,x,11,15,x,x
2023-01-20 14:06:02.021362,Martin Jesenského,16,18,x,x,524,15,31,1.3,x
2023-01-20 14:06:02.021362,Ružomberok Riadok,21,20,*,5,583,17,29,1.7,x
2023-01-20 14:06:02.021362,Chopok EMEP,x,x,70,x,x,2,3,x,x
2023-01-20 14:06:02.021362,Liptovský Mikuláš Školská,15,14,x,4,x,17,26,x,x
2023-01-20 14:06:02.021362,Košice Ďumbierska,x,x,23,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Košice Amurská,17,20,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Košice Štefánikova,23,22,x,6,696,18,39,2,x
2023-01-20 14:06:02.021362,Kojšovská hoľa,x,x,*,x,x,5,6,x,x
2023-01-20 14:06:02.021362,Veľká Ida Letná,40,32,x,x,1264,x,x,x,x
2023-01-20 14:06:02.021362,Strážske Mierová,13,12,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Trebišov T. G. Masaryka,16,18,20,x,x,*,*,x,x
2023-01-20 14:06:02.021362,Krompachy SNP,18,25,x,10,388,20,48,1.4,x
2023-01-20 14:06:02.021362,Poprad Železničná,20,19,x,x,x,8,14,x,x
2023-01-20 14:06:02.021362,Stará Lesná AÚ SAV EMEP,6,5,53,x,x,3,4,x,x
2023-01-20 14:06:02.021362,Gánovce Meteo. st,x,x,*,x,x,7,10,x,x
2023-01-20 14:06:02.021362,Prešov Arm. gen. L. Svobodu,*,*,x,x,636,34,162,1.6,x
2023-01-20 14:06:02.021362,Humenné Nám. slobody,12,12,37,x,x,11,18,x,x
2023-01-20 14:06:02.021362,Starina Vodná nádrž EMEP,x,x,49,x,x,4,5,x,1
2023-01-20 14:06:02.021362,Kolonické sedlo,6,5,x,x,x,x,x,x,x
2023-01-20 14:06:02.021362,Vranov nad Top. M. R. Štefánika,19,17,x,7,x,x,x,x,x
2023-01-20 14:06:02.021362,Hencovce mobilná AMS,18,18,x,x,405,9,13,x,x
2023-01-20 14:06:02.021362,Nižný Hrušov mobilná AMS,18,16,x,x,397,10,16,x,x
2023-01-20 14:06:02.021362,Bardejov Pod Vinbargom,14,14,21,x,x,11,15,x,x
2023-01-20 15:06:01.676706,Bratislava Kamenné nám.,22,16,x,x,x,x,x,x,x
2023-01-20 15:06:01.676706,Bratislava Trnavské Mýto,31,17,x,x,296,29,75,0.4,x
2023-01-20 15:06:01.676706,Bratislava Jeséniova,19,17,45,5,x,11,14,x,x
2023-01-20 15:06:01.676706,Bratislava Mamateyova,21,18,40,7,x,17,21,x,x
2023-01-20 15:06:01.676706,Bratislava Púchovská,27,21,x,4,*,15,23,0.4,x
2023-01-20 15:06:01.676706,Bratislava Padlých hrdinov mobilná AMS,26,20,x,x,PDL,19,26,x,x
2023-01-20 15:06:01.676706,Rovinka mobilná AMS,20,x,x,3,259,18,25,0.5,x
2023-01-20 15:06:01.676706,Pezinok Obrancov mieru,17,19,38,x,x,15,19,x,x
2023-01-20 15:06:01.676706,Rohožník Senická,29,23,x,13,805,19,34,0.9,x
2023-01-20 15:06:01.676706,Senec Boldocká,25,19,32,x,331,24,54,x,x
2023-01-20 15:06:01.676706,Nitra Janíkovce,16,13,42,x,x,13,17,x,x
2023-01-20 15:06:01.676706,Nitra Štúrova,17,15,x,4,320,PDL,26,0.4,x
2023-01-20 15:06:01.676706,Komárno Vnútorná okružná,16,14,32,x,x,14,18,x,x
2023-01-20 15:06:01.676706,Plášťovce,28,27,12,x,x,14,28,x,x
2023-01-20 15:06:01.676706,Topoľníky Aszód EMEP,18,18,37,2,x,11,12,x,*
2023-01-20 15:06:01.676706,Senica Hviezdoslavova,32,31,x,9,x,x,x,x,x
2023-01-20 15:06:01.676706,Trnava Kollárova,32,23,x,x,456,45,119,1.6,x
2023-01-20 15:06:01.676706,Sereď Vinárska,27,20,x,x,x,21,34,x,x
2023-01-20 15:06:01.676706,Trenčín Hasičská,10,6,x,*,303,17,19,0.7,x
2023-01-20 15:06:01.676706,Púchov 1. mája,11,11,x,*,416,16,27,x,x
2023-01-20 15:06:01.676706,Bystričany Rozvodňa SSE,18,16,x,44,x,x,x,x,x
2023-01-20 15:06:01.676706,Handlová Morovianska cesta,13,10,x,12,x,x,x,x,x
2023-01-20 15:06:01.676706,Prievidza Malonecpalská,11,13,38,27,x,12,17,x,x
2023-01-20 15:06:01.676706,Žarnovica Dolná,19,17,x,x,x,22,39,x,x
2023-01-20 15:06:01.676706,Žiar nad Hronom Jilemnického,15,17,x,x,x,x,x,x,x
2023-01-20 15:06:01.676706,Zvolen J. Alexyho,20,21,x,x,x,x,x,x,x
2023-01-20 15:06:01.676706,Banská Bystrica Štefánikovo nábrežie,27,19,x,7,916,28,195,2.4,x
2023-01-20 15:06:01.676706,Banská Bystrica Zelená,11,8,*,x,x,10,13,x,x
2023-01-20 15:06:01.676706,Lučenec Gemerská cesta,20,19,11,x,483,*,*,1.2,x
2023-01-20 15:06:01.676706,Hnúšťa Hlavná,13,8,x,x,x,x,x,x,x
2023-01-20 15:06:01.676706,Jelšava Jesenského,11,12,45,x,x,5,9,x,x
2023-01-20 15:06:01.676706,Žilina Obežná,22,20,32,x,*,18,30,x,x
