Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2023-06-26 03:06:01.933455,Sereď Vinárska,9,9,x,x,x,8,9,x,x
2023-06-26 03:06:01.933455,Senica Hviezdoslavova,*,*,x,14,x,x,x,x,x
2023-06-26 03:06:01.933455,Senec Boldocká,14,7,62,x,214,5,4,x,x
2023-06-26 03:06:01.933455,Ružomberok Riadok,9,9,54,3,169,7,8,0.2,x
2023-06-26 03:06:01.933455,Rovinka mobilná AMS,16,x,x,3,148,14,15,0.4,x
2023-06-26 03:06:01.933455,Rohožník Senická,15,7,x,10,*,*,*,0.1,x
2023-06-26 03:06:01.933455,Púchov 1. mája,13,11,x,2,220,3,5,x,x
2023-06-26 03:06:01.933455,Prievidza Malonecpalská,16,10,56,*,x,4,5,x,x
2023-06-26 03:06:01.933455,Prešov Arm. gen. L. Svobodu,15,15,x,x,56,12,18,0.1,x
2023-06-26 03:06:01.933455,Poprad Železničná,17,12,x,x,x,8,8,x,x
2023-06-26 03:06:01.933455,Plášťovce,8,9,37,x,x,3,4,x,x
2023-06-26 03:06:01.933455,Pezinok Obrancov mieru,5,4,55,x,x,PDL,2,x,x
2023-06-26 03:06:01.933455,Oščadnica,9,7,37,PDL,x,2,4,x,x
2023-06-26 03:06:01.933455,Nitra Štúrova,*,8,x,7,133,10,13,*,x
2023-06-26 03:06:01.933455,Nitra Janíkovce,12,8,86,x,x,*,*,x,x
2023-06-26 03:06:01.933455,Martin Jesenského,28,19,x,x,255,6,8,0.6,x
2023-06-26 03:06:01.933455,Lučenec Gemerská cesta,18,5,29,x,175,3,5,PDL,x
2023-06-26 03:06:01.933455,Liptovský Mikuláš Školská,15,11,x,2,x,2,6,x,x
2023-06-26 03:06:01.933455,Krompachy SNP,18,11,x,PDL,471,3,4,0.5,x
2023-06-26 03:06:01.933455,Košice Štefánikova,16,14,x,4,307,6,8,0.1,x
2023-06-26 03:06:01.933455,Košice Ďumbierska,x,x,79,x,x,x,x,x,x
2023-06-26 03:06:01.933455,Košice Amurská,11,12,x,x,x,x,x,x,x
2023-06-26 03:06:01.933455,Komárno Vnútorná okružná,11,5,61,x,x,6,7,x,x
2023-06-26 03:06:01.933455,Kolonické sedlo,19,7,x,x,x,x,x,x,x
2023-06-26 03:06:01.933455,Kojšovská hoľa,x,x,97,x,x,1,2,x,x
2023-06-26 03:06:01.933455,Jelšava Jesenského,26,9,46,x,x,6,7,x,x
2023-06-26 03:06:01.933455,Humenné Nám. slobody,21,13,37,x,x,5,6,x,x
2023-06-26 03:06:01.933455,Hnúšťa Hlavná,23,10,x,x,x,x,x,x,x
2023-06-26 03:06:01.933455,Handlová Morovianska cesta,13,2,x,5,x,x,x,x,x
2023-06-26 03:06:01.933455,Gánovce Meteo. st,x,x,38,x,x,6,9,x,x
2023-06-26 03:06:01.933455,Chopok EMEP,x,x,108,x,x,3,3,x,x
2023-06-26 03:06:01.933455,Bystričany Rozvodňa SSE,17,12,x,32,x,x,x,x,x
2023-06-26 03:06:01.933455,Bratislava Trnavské Mýto,12,9,x,x,170,8,11,1.4,x
2023-06-26 03:06:01.933455,Bratislava Púchovská,9,3,x,5,155,3,5,0.7,x
2023-06-26 03:06:01.933455,Bratislava Padlých hrdinov mobilná AMS,17,11,x,x,164,16,18,x,x
2023-06-26 03:06:01.933455,Bratislava Mamateyova,18,11,34,6,x,31,32,x,x
2023-06-26 03:06:01.933455,Bratislava Kamenné nám.,23,17,x,x,x,x,x,x,x
2023-06-26 03:06:01.933455,Bratislava Jeséniova,11,9,98,1,x,PDL,PDL,x,x
2023-06-26 03:06:01.933455,Bardejov Pod Vinbargom,17,11,61,x,x,4,3,x,x
2023-06-26 03:06:01.933455,Banská Bystrica Štefánikovo nábrežie,21,12,x,6,500,9,14,0.5,x
2023-06-26 03:06:01.933455,Banská Bystrica Zelená,14,10,*,x,x,5,6,x,x
2023-06-26 02:06:02.243410,Žilina Obežná,12,8,43,x,468,9,11,x,x
2023-06-26 02:06:02.243410,Žiar nad Hronom Jilemnického,13,11,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Žarnovica Dolná,15,*,x,x,x,3,5,x,x
2023-06-26 02:06:02.243410,Zvolen J. Alexyho,15,13,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Vranov nad Top. M. R. Štefánika,16,10,x,4,x,x,x,x,x
2023-06-26 02:06:02.243410,Veľká Ida Letná,23,15,x,x,358,x,x,x,x
2023-06-26 02:06:02.243410,Trnava Kollárova,11,8,x,x,484,9,12,0.2,x
2023-06-26 02:06:02.243410,Trenčín Hasičská,16,8,x,3,186,11,12,0.1,x
2023-06-26 02:06:02.243410,Trebišov T. G. Masaryka,18,10,78,x,x,2,4,x,x
2023-06-26 02:06:02.243410,Topoľníky Aszód EMEP,6,8,71,5,x,3,3,x,PDL
2023-06-26 02:06:02.243410,Strážske Mierová,17,11,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Stará Lesná AÚ SAV EMEP,20,13,*,x,x,3,4,x,x
2023-06-26 02:06:02.243410,Starina Vodná nádrž EMEP,x,x,39,x,x,1,1,x,0.8
2023-06-26 02:06:02.243410,Sereď Vinárska,10,7,x,x,x,6,7,x,x
2023-06-26 02:06:02.243410,Senica Hviezdoslavova,*,*,x,14,x,x,x,x,x
2023-06-26 02:06:02.243410,Senec Boldocká,9,3,76,x,221,5,5,x,x
2023-06-26 02:06:02.243410,Ružomberok Riadok,11,12,65,4,171,7,8,0.2,x
2023-06-26 02:06:02.243410,Rovinka mobilná AMS,17,x,x,3,155,16,18,0.3,x
2023-06-26 02:06:02.243410,Rohožník Senická,11,3,x,9,*,*,*,0.1,x
2023-06-26 02:06:02.243410,Púchov 1. mája,12,5,x,1,220,4,6,x,x
2023-06-26 02:06:02.243410,Prievidza Malonecpalská,16,10,52,*,x,9,10,x,x
2023-06-26 02:06:02.243410,Prešov Arm. gen. L. Svobodu,18,14,x,x,58,*,*,0.1,x
2023-06-26 02:06:02.243410,Poprad Železničná,28,20,x,x,x,10,11,x,x
2023-06-26 02:06:02.243410,Plášťovce,8,10,39,x,x,3,5,x,x
2023-06-26 02:06:02.243410,Pezinok Obrancov mieru,6,6,52,x,x,1,3,x,x
2023-06-26 02:06:02.243410,Oščadnica,8,5,39,PDL,x,2,4,x,x
2023-06-26 02:06:02.243410,Nitra Štúrova,*,10,x,8,127,11,15,*,x
2023-06-26 02:06:02.243410,Nitra Janíkovce,15,12,94,x,x,*,*,x,x
2023-06-26 02:06:02.243410,Martin Jesenského,20,12,x,x,205,5,7,0.2,x
2023-06-26 02:06:02.243410,Lučenec Gemerská cesta,17,7,23,x,183,4,6,0.1,x
2023-06-26 02:06:02.243410,Liptovský Mikuláš Školská,14,10,x,2,x,PDL,5,x,x
2023-06-26 02:06:02.243410,Krompachy SNP,16,12,x,PDL,477,4,5,0.4,x
2023-06-26 02:06:02.243410,Košice Štefánikova,17,16,x,3,311,5,6,0.2,x
2023-06-26 02:06:02.243410,Košice Ďumbierska,x,x,82,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Košice Amurská,11,15,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Komárno Vnútorná okružná,14,7,63,x,x,5,7,x,x
2023-06-26 02:06:02.243410,Kolonické sedlo,20,10,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Kojšovská hoľa,x,x,96,x,x,1,2,x,x
2023-06-26 02:06:02.243410,Jelšava Jesenského,26,5,45,x,x,3,4,x,x
2023-06-26 02:06:02.243410,Humenné Nám. slobody,21,14,43,x,x,5,7,x,x
2023-06-26 02:06:02.243410,Hnúšťa Hlavná,24,8,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Handlová Morovianska cesta,15,6,x,5,x,x,x,x,x
2023-06-26 02:06:02.243410,Gánovce Meteo. st,x,x,49,x,x,5,7,x,x
2023-06-26 02:06:02.243410,Chopok EMEP,x,x,111,x,x,3,3,x,x
2023-06-26 02:06:02.243410,Bystričany Rozvodňa SSE,17,12,x,31,x,x,x,x,x
2023-06-26 02:06:02.243410,Bratislava Trnavské Mýto,23,13,x,x,189,15,20,1.4,x
2023-06-26 02:06:02.243410,Bratislava Púchovská,12,6,x,5,157,2,3,0.7,x
2023-06-26 02:06:02.243410,Bratislava Padlých hrdinov mobilná AMS,23,14,x,x,169,18,20,x,x
2023-06-26 02:06:02.243410,Bratislava Mamateyova,15,11,19,6,x,50,51,x,x
2023-06-26 02:06:02.243410,Bratislava Kamenné nám.,21,11,x,x,x,x,x,x,x
2023-06-26 02:06:02.243410,Bratislava Jeséniova,13,9,100,1,x,PDL,PDL,x,x
2023-06-26 02:06:02.243410,Bardejov Pod Vinbargom,20,13,68,x,x,2,PDL,x,x
2023-06-26 02:06:02.243410,Banská Bystrica Štefánikovo nábrežie,23,13,x,5,508,14,19,0.5,x
2023-06-26 02:06:02.243410,Banská Bystrica Zelená,14,11,*,x,x,*,*,x,x
2023-06-26 01:06:02.912690,Žilina Obežná,13,9,54,x,464,12,13,x,x
2023-06-26 01:06:02.912690,Žiar nad Hronom Jilemnického,15,11,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Žarnovica Dolná,19,*,x,x,x,*,*,x,x
2023-06-26 01:06:02.912690,Zvolen J. Alexyho,17,13,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Vranov nad Top. M. R. Štefánika,18,12,x,4,x,x,x,x,x
2023-06-26 01:06:02.912690,Veľká Ida Letná,31,17,x,x,354,x,x,x,x
2023-06-26 01:06:02.912690,Trnava Kollárova,10,6,x,x,526,11,17,0.2,x
2023-06-26 01:06:02.912690,Trenčín Hasičská,14,8,x,3,204,17,20,0.2,x
2023-06-26 01:06:02.912690,Trebišov T. G. Masaryka,20,11,74,x,x,4,6,x,x
2023-06-26 01:06:02.912690,Topoľníky Aszód EMEP,10,8,76,*,x,3,3,x,PDL
2023-06-26 01:06:02.912690,Strážske Mierová,16,13,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Stará Lesná AÚ SAV EMEP,35,13,*,x,x,4,5,x,x
2023-06-26 01:06:02.912690,Starina Vodná nádrž EMEP,x,x,43,x,x,2,2,x,1.3
2023-06-26 01:06:02.912690,Sereď Vinárska,14,8,x,x,x,9,11,x,x
2023-06-26 01:06:02.912690,Senica Hviezdoslavova,*,*,x,14,x,x,x,x,x
2023-06-26 01:06:02.912690,Senec Boldocká,15,11,78,x,235,8,11,x,x
2023-06-26 01:06:02.912690,Ružomberok Riadok,12,12,77,4,175,7,8,0.2,x
2023-06-26 01:06:02.912690,Rovinka mobilná AMS,18,x,x,3,188,22,24,0.3,x
2023-06-26 01:06:02.912690,Rohožník Senická,13,10,x,9,*,*,*,0.1,x
2023-06-26 01:06:02.912690,Púchov 1. mája,17,11,x,2,225,4,6,x,x
2023-06-26 01:06:02.912690,Prievidza Malonecpalská,15,11,48,*,x,14,15,x,x
2023-06-26 01:06:02.912690,Prešov Arm. gen. L. Svobodu,24,15,x,x,96,37,63,0.2,x
2023-06-26 01:06:02.912690,Poprad Železničná,24,14,x,x,x,11,11,x,x
2023-06-26 01:06:02.912690,Plášťovce,10,9,44,x,x,*,*,x,x
2023-06-26 01:06:02.912690,Pezinok Obrancov mieru,8,7,52,x,x,2,4,x,x
2023-06-26 01:06:02.912690,Oščadnica,9,6,45,PDL,x,3,4,x,x
2023-06-26 01:06:02.912690,Nitra Štúrova,*,11,x,8,*,14,18,*,x
2023-06-26 01:06:02.912690,Nitra Janíkovce,7,11,99,x,x,*,*,x,x
2023-06-26 01:06:02.912690,Martin Jesenského,21,12,x,x,190,5,6,0.1,x
2023-06-26 01:06:02.912690,Lučenec Gemerská cesta,13,4,25,x,178,5,8,0.1,x
2023-06-26 01:06:02.912690,Liptovský Mikuláš Školská,14,9,x,2,x,2,6,x,x
2023-06-26 01:06:02.912690,Krompachy SNP,17,12,x,PDL,477,4,6,0.5,x
2023-06-26 01:06:02.912690,Košice Štefánikova,22,15,x,PDL,329,7,10,0.2,x
2023-06-26 01:06:02.912690,Košice Ďumbierska,x,x,73,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Košice Amurská,13,17,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Komárno Vnútorná okružná,16,8,67,x,x,7,9,x,x
2023-06-26 01:06:02.912690,Kolonické sedlo,18,9,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Kojšovská hoľa,x,x,97,x,x,1,2,x,x
2023-06-26 01:06:02.912690,Jelšava Jesenského,26,8,46,x,x,3,4,x,x
2023-06-26 01:06:02.912690,Humenné Nám. slobody,25,16,43,x,x,7,9,x,x
2023-06-26 01:06:02.912690,Hnúšťa Hlavná,21,6,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Handlová Morovianska cesta,17,4,x,5,x,x,x,x,x
2023-06-26 01:06:02.912690,Gánovce Meteo. st,x,x,60,x,x,5,7,x,x
2023-06-26 01:06:02.912690,Chopok EMEP,x,x,105,x,x,3,3,x,x
2023-06-26 01:06:02.912690,Bystričany Rozvodňa SSE,17,12,x,28,x,x,x,x,x
2023-06-26 01:06:02.912690,Bratislava Trnavské Mýto,24,14,x,x,256,38,48,1.4,x
2023-06-26 01:06:02.912690,Bratislava Púchovská,17,4,x,5,161,2,4,0.7,x
2023-06-26 01:06:02.912690,Bratislava Padlých hrdinov mobilná AMS,22,9,x,x,197,29,32,x,x
2023-06-26 01:06:02.912690,Bratislava Mamateyova,14,11,50,6,x,24,26,x,x
2023-06-26 01:06:02.912690,Bratislava Kamenné nám.,24,20,x,x,x,x,x,x,x
2023-06-26 01:06:02.912690,Bratislava Jeséniova,12,6,99,1,x,2,1,x,x
2023-06-26 01:06:02.912690,Bardejov Pod Vinbargom,22,13,68,x,x,2,2,x,x
2023-06-26 01:06:02.912690,Banská Bystrica Štefánikovo nábrežie,25,14,x,*,540,18,26,0.5,x
2023-06-26 01:06:02.912690,Banská Bystrica Zelená,17,16,*,x,x,2,3,x,x
2023-06-26 00:06:01.792306,Žilina Obežná,13,10,*,x,473,20,21,x,x
2023-06-26 00:06:01.792306,Žiar nad Hronom Jilemnického,16,11,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Žarnovica Dolná,17,*,x,x,x,6,9,x,x
2023-06-26 00:06:01.792306,Zvolen J. Alexyho,15,12,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Vranov nad Top. M. R. Štefánika,19,14,x,3,x,x,x,x,x
2023-06-26 00:06:01.792306,Veľká Ida Letná,50,30,x,x,657,x,x,x,x
2023-06-26 00:06:01.792306,Trnava Kollárova,12,8,x,x,557,20,32,0.3,x
2023-06-26 00:06:01.792306,Trenčín Hasičská,12,8,x,3,197,17,19,0.1,x
2023-06-26 00:06:01.792306,Trebišov T. G. Masaryka,23,10,70,x,x,3,6,x,x
2023-06-26 00:06:01.792306,Topoľníky Aszód EMEP,16,8,82,3,x,2,3,x,PDL
2023-06-26 00:06:01.792306,Strážske Mierová,16,11,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Stará Lesná AÚ SAV EMEP,37,16,*,x,x,4,5,x,x
2023-06-26 00:06:01.792306,Starina Vodná nádrž EMEP,x,x,53,x,x,2,1,x,1.2
2023-06-26 00:06:01.792306,Sereď Vinárska,14,9,x,x,x,9,10,x,x
2023-06-26 00:06:01.792306,Senica Hviezdoslavova,*,*,x,14,x,x,x,x,x
2023-06-26 00:06:01.792306,Senec Boldocká,17,13,73,x,242,15,21,x,x
2023-06-26 00:06:01.792306,Ružomberok Riadok,19,15,84,3,193,10,11,0.2,x
2023-06-26 00:06:01.792306,Rovinka mobilná AMS,36,x,x,3,174,19,20,0.2,x
2023-06-26 00:06:01.792306,Rohožník Senická,16,11,x,11,*,*,*,0.1,x
2023-06-26 00:06:01.792306,Púchov 1. mája,25,11,x,2,227,5,7,x,x
2023-06-26 00:06:01.792306,Prievidza Malonecpalská,18,13,84,*,x,4,6,x,x
2023-06-26 00:06:01.792306,Prešov Arm. gen. L. Svobodu,20,14,x,x,74,24,32,0.2,x
2023-06-26 00:06:01.792306,Poprad Železničná,26,19,x,x,x,23,27,x,x
2023-06-26 00:06:01.792306,Plášťovce,10,10,37,x,x,9,10,x,x
2023-06-26 00:06:01.792306,Pezinok Obrancov mieru,10,7,52,x,x,3,5,x,x
2023-06-26 00:06:01.792306,Oščadnica,8,8,52,PDL,x,4,5,x,x
2023-06-26 00:06:01.792306,Nitra Štúrova,*,13,x,8,143,*,*,*,x
2023-06-26 00:06:01.792306,Nitra Janíkovce,11,12,97,x,x,*,*,x,x
2023-06-26 00:06:01.792306,Martin Jesenského,20,10,x,x,213,6,8,0.2,x
2023-06-26 00:06:01.792306,Lučenec Gemerská cesta,16,7,28,x,174,7,12,0.1,x
2023-06-26 00:06:01.792306,Liptovský Mikuláš Školská,16,14,x,3,x,2,6,x,x
2023-06-26 00:06:01.792306,Krompachy SNP,19,14,x,PDL,479,5,7,0.5,x
2023-06-26 00:06:01.792306,Košice Štefánikova,21,14,x,3,342,*,*,0.2,x
2023-06-26 00:06:01.792306,Košice Ďumbierska,x,x,89,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Košice Amurská,17,15,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Komárno Vnútorná okružná,18,11,72,x,x,9,11,x,x
2023-06-26 00:06:01.792306,Kolonické sedlo,19,11,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Kojšovská hoľa,x,x,96,x,x,1,2,x,x
2023-06-26 00:06:01.792306,Jelšava Jesenského,26,6,45,x,x,4,4,x,x
2023-06-26 00:06:01.792306,Humenné Nám. slobody,24,17,56,x,x,8,9,x,x
2023-06-26 00:06:01.792306,Hnúšťa Hlavná,23,8,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Handlová Morovianska cesta,17,6,x,5,x,x,x,x,x
2023-06-26 00:06:01.792306,Gánovce Meteo. st,x,x,73,x,x,4,6,x,x
2023-06-26 00:06:01.792306,Chopok EMEP,x,x,109,x,x,3,3,x,x
2023-06-26 00:06:01.792306,Bystričany Rozvodňa SSE,18,15,x,31,x,x,x,x,x
2023-06-26 00:06:01.792306,Bratislava Trnavské Mýto,26,14,x,x,232,30,41,1.4,x
2023-06-26 00:06:01.792306,Bratislava Púchovská,15,8,x,5,165,3,4,0.7,x
2023-06-26 00:06:01.792306,Bratislava Padlých hrdinov mobilná AMS,20,8,x,x,197,21,23,x,x
2023-06-26 00:06:01.792306,Bratislava Mamateyova,15,13,66,6,x,20,21,x,x
2023-06-26 00:06:01.792306,Bratislava Kamenné nám.,12,6,x,x,x,x,x,x,x
2023-06-26 00:06:01.792306,Bratislava Jeséniova,12,9,101,2,x,2,2,x,x
2023-06-26 00:06:01.792306,Bardejov Pod Vinbargom,20,13,58,x,x,8,7,x,x
2023-06-26 00:06:01.792306,Banská Bystrica Štefánikovo nábrežie,24,12,x,7,570,*,*,0.5,x
2023-06-26 00:06:01.792306,Banská Bystrica Zelená,15,12,*,x,x,2,3,x,x
2023-06-25 23:06:02.981154,Vranov nad Top. M. R. Štefánika,17,13,x,4,x,x,x,x,x
2023-06-25 23:06:02.981154,Veľká Ida Letná,65,36,x,x,690,x,x,x,x
2023-06-25 23:06:02.981154,Trebišov T. G. Masaryka,20,8,76,x,x,2,4,x,x
2023-06-25 23:06:02.981154,Strážske Mierová,17,13,x,x,x,x,x,x,x
2023-06-25 23:06:02.981154,Stará Lesná AÚ SAV EMEP,18,16,*,x,x,3,4,x,x
2023-06-25 23:06:02.981154,Starina Vodná nádrž EMEP,x,x,54,x,x,2,2,x,1
2023-06-25 23:06:02.981154,Prešov Arm. gen. L. Svobodu,18,15,x,x,126,39,60,0.2,x
2023-06-25 23:06:02.981154,Poprad Železničná,24,19,x,x,x,10,10,x,x
2023-06-25 23:06:02.981154,Krompachy SNP,19,13,x,PDL,479,8,10,0.5,x
2023-06-25 23:06:02.981154,Kolonické sedlo,19,9,x,x,x,x,x,x,x
2023-06-25 23:06:02.981154,Kojšovská hoľa,x,x,97,x,x,1,2,x,x
2023-06-25 23:06:02.981154,Humenné Nám. slobody,21,14,82,x,x,5,6,x,x
2023-06-25 23:06:02.981154,Gánovce Meteo. st,x,x,68,x,x,6,8,x,x
2023-06-25 23:06:02.981154,Bardejov Pod Vinbargom,20,12,62,x,x,12,11,x,x
