Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2024-01-11 21:06:02.475090,Martin Jesenského,28,21,x,x,485,23,32,0.3,x
2024-01-11 21:06:02.475090,Ružomberok Riadok,46,44,33,10,1065,33,47,1.7,x
2024-01-11 21:06:02.475090,Chopok EMEP,x,x,83,x,x,2,4,x,x
2024-01-11 21:06:02.475090,Liptovský Mikuláš Školská,12,9,x,5,x,7,9,x,x
2024-01-11 21:06:02.475090,Košice Ďumbierska,x,x,7,x,x,x,x,x,x
2024-01-11 21:06:02.475090,Košice Amurská,76,71,x,x,x,x,x,x,x
2024-01-11 21:06:02.475090,Košice Štefánikova,86,67,x,PDL,968,52,107,4,x
2024-01-11 21:06:02.475090,Kojšovská hoľa,x,x,75,x,x,3,4,x,x
2024-01-11 21:06:02.475090,Veľká Ida Letná,67,68,x,x,*,x,x,x,x
2024-01-11 21:06:02.475090,Strážske Mierová,68,62,x,x,x,x,x,x,x
2024-01-11 21:06:02.475090,Trebišov T. G. Masaryka,73,72,18,x,x,21,24,x,x
2024-01-11 21:06:02.475090,Krompachy SNP,83,86,x,4,1360,54,104,5,x
2024-01-11 21:06:02.475090,Poprad Železničná,7,6,x,x,x,13,16,x,x
2024-01-11 21:06:02.475090,Stará Lesná AÚ SAV EMEP,14,15,55,x,x,14,15,x,x
2024-01-11 21:06:02.475090,Gánovce Meteo. st,x,x,65,x,x,7,9,x,x
2024-01-11 21:06:02.475090,Prešov Arm. gen. L. Svobodu,90,72,x,x,1220,58,180,3.6,x
2024-01-11 21:06:02.475090,Humenné Nám. slobody,67,70,23,x,x,23,28,x,x
2024-01-11 21:06:02.475090,Starina Vodná nádrž EMEP,x,x,24,x,x,18,19,x,1.5
2024-01-11 21:06:02.475090,Kolonické sedlo,63,62,x,x,x,x,x,x,x
2024-01-11 21:06:02.475090,Vranov nad Top. M. R. Štefánika,86,84,x,6,x,x,x,x,x
2024-01-11 21:06:02.475090,Bardejov Pod Vinbargom,63,62,31,x,x,*,*,x,x
2024-01-11 22:06:02.012374,Bratislava Kamenné nám.,40,28,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Bratislava Trnavské Mýto,41,33,x,x,447,29,56,0.7,x
2024-01-11 22:06:02.012374,Bratislava Jeséniova,41,31,38,7,x,18,18,x,x
2024-01-11 22:06:02.012374,Bratislava Mamateyova,28,31,20,2,x,22,26,x,x
2024-01-11 22:06:02.012374,Bratislava Púchovská,34,29,x,2,394,17,21,1.2,x
2024-01-11 22:06:02.012374,Bratislava Padlých hrdinov mobilná AMS,49,31,x,x,197,x,x,x,x
2024-01-11 22:06:02.012374,Rovinka mobilná AMS,41,x,x,15,385,PDL,PDL,1.6,x
2024-01-11 22:06:02.012374,Pezinok Obrancov mieru,24,25,50,x,x,12,15,x,x
2024-01-11 22:06:02.012374,Rohožník Senická,43,36,x,7,915,17,30,PDL,x
2024-01-11 22:06:02.012374,Senec Boldocká,25,31,44,x,367,21,34,x,x
2024-01-11 22:06:02.012374,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2024-01-11 22:06:02.012374,Nitra Štúrova,37,24,x,7,*,25,32,0.5,x
2024-01-11 22:06:02.012374,Komárno Vnútorná okružná,39,32,33,x,x,22,22,x,x
2024-01-11 22:06:02.012374,Plášťovce,52,47,19,x,x,19,24,x,x
2024-01-11 22:06:02.012374,Topoľníky Aszód EMEP,24,30,38,2,x,*,*,x,*
2024-01-11 22:06:02.012374,Senica Hviezdoslavova,47,41,x,10,x,x,x,x,x
2024-01-11 22:06:02.012374,Trnava Kollárova,27,25,x,x,1190,36,69,1.1,x
2024-01-11 22:06:02.012374,Sereď Vinárska,30,26,x,x,x,14,18,x,x
2024-01-11 22:06:02.012374,Trenčín Hasičská,34,21,x,6,*,37,68,1.2,x
2024-01-11 22:06:02.012374,Beluša mobilná AMS,x,x,x,2,862,49,95,x,x
2024-01-11 22:06:02.012374,Púchov 1. mája,81,72,x,4,927,40,50,x,x
2024-01-11 22:06:02.012374,Bystričany Rozvodňa SSE,77,69,x,12,x,x,x,x,x
2024-01-11 22:06:02.012374,Handlová Morovianska cesta,40,33,x,9,x,x,x,x,x
2024-01-11 22:06:02.012374,Prievidza Malonecpalská,61,49,*,*,x,38,50,x,x
2024-01-11 22:06:02.012374,Žarnovica,124,113,x,x,x,39,86,x,x
2024-01-11 22:06:02.012374,Žiar nad Hronom Jilemnického,14,14,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Zvolen J. Alexyho,28,23,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Banská Bystrica Štefánikovo nábrežie,33,21,x,4,1444,30,74,0.3,x
2024-01-11 22:06:02.012374,Banská Bystrica Zelená,8,7,64,x,x,6,7,x,x
2024-01-11 22:06:02.012374,Lučenec Gemerská cesta,46,41,28,x,598,15,18,0.2,x
2024-01-11 22:06:02.012374,Hnúšťa Hlavná,70,61,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Jelšava Jesenského,129,110,16,x,x,18,24,x,x
2024-01-11 22:06:02.012374,Brezno mobilná AMS,66,58,x,x,590,28,49,x,x
2024-01-11 22:06:02.012374,Žilina Obežná,48,37,36,x,217,20,23,x,x
2024-01-11 22:06:02.012374,Oščadnica,45,46,29,15,x,26,27,x,x
2024-01-11 22:06:02.012374,Martin Jesenského,26,22,x,x,475,19,27,0.3,x
2024-01-11 22:06:02.012374,Ružomberok Riadok,21,20,47,9,867,19,24,1.2,x
2024-01-11 22:06:02.012374,Chopok EMEP,x,x,78,x,x,2,4,x,x
2024-01-11 22:06:02.012374,Liptovský Mikuláš Školská,10,13,x,5,x,10,11,x,x
2024-01-11 22:06:02.012374,Košice Ďumbierska,x,x,7,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Košice Amurská,79,72,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Košice Štefánikova,89,65,x,PDL,1073,46,92,4.5,x
2024-01-11 22:06:02.012374,Kojšovská hoľa,x,x,71,x,x,4,5,x,x
2024-01-11 22:06:02.012374,Veľká Ida Letná,72,78,x,x,1194,x,x,x,x
2024-01-11 22:06:02.012374,Strážske Mierová,68,62,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Trebišov T. G. Masaryka,67,68,15,x,x,23,25,x,x
2024-01-11 22:06:02.012374,Krompachy SNP,89,91,x,3,1295,50,79,5.7,x
2024-01-11 22:06:02.012374,Poprad Železničná,13,12,x,x,x,*,*,x,x
2024-01-11 22:06:02.012374,Stará Lesná AÚ SAV EMEP,16,14,56,x,x,10,11,x,x
2024-01-11 22:06:02.012374,Gánovce Meteo. st,x,x,62,x,x,9,12,x,x
2024-01-11 22:06:02.012374,Prešov Arm. gen. L. Svobodu,89,73,x,x,1177,54,140,3.5,x
2024-01-11 22:06:02.012374,Humenné Nám. slobody,71,73,22,x,x,24,27,x,x
2024-01-11 22:06:02.012374,Starina Vodná nádrž EMEP,x,x,32,x,x,14,14,x,1.3
2024-01-11 22:06:02.012374,Kolonické sedlo,59,57,x,x,x,x,x,x,x
2024-01-11 22:06:02.012374,Vranov nad Top. M. R. Štefánika,89,89,x,6,x,x,x,x,x
2024-01-11 22:06:02.012374,Bardejov Pod Vinbargom,64,62,26,x,x,25,25,x,x
2024-01-11 23:06:01.839685,Bratislava Kamenné nám.,37,30,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Bratislava Trnavské Mýto,42,31,x,x,431,23,45,0.6,x
2024-01-11 23:06:01.839685,Bratislava Jeséniova,35,26,52,8,x,11,12,x,x
2024-01-11 23:06:01.839685,Bratislava Mamateyova,32,34,24,2,x,18,22,x,x
2024-01-11 23:06:01.839685,Bratislava Púchovská,28,25,x,2,391,17,21,1.2,x
2024-01-11 23:06:01.839685,Bratislava Padlých hrdinov mobilná AMS,42,33,x,x,194,x,x,x,x
2024-01-11 23:06:01.839685,Rovinka mobilná AMS,36,x,x,5,349,PDL,PDL,1.4,x
2024-01-11 23:06:01.839685,Pezinok Obrancov mieru,28,26,47,x,x,11,14,x,x
2024-01-11 23:06:01.839685,Rohožník Senická,46,38,x,7,876,15,24,PDL,x
2024-01-11 23:06:01.839685,Senec Boldocká,28,27,38,x,351,23,34,x,x
2024-01-11 23:06:01.839685,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2024-01-11 23:06:01.839685,Nitra Štúrova,39,30,x,7,379,23,29,0.5,x
2024-01-11 23:06:01.839685,Komárno Vnútorná okružná,34,30,35,x,x,20,20,x,x
2024-01-11 23:06:01.839685,Plášťovce,108,100,8,x,x,22,27,x,x
2024-01-11 23:06:01.839685,Topoľníky Aszód EMEP,23,30,38,2,x,*,*,x,*
2024-01-11 23:06:01.839685,Senica Hviezdoslavova,41,36,x,9,x,x,x,x,x
2024-01-11 23:06:01.839685,Trnava Kollárova,33,30,x,x,1168,34,68,1.4,x
2024-01-11 23:06:01.839685,Sereď Vinárska,30,27,x,x,x,14,17,x,x
2024-01-11 23:06:01.839685,Trenčín Hasičská,36,17,x,5,417,25,41,1.2,x
2024-01-11 23:06:01.839685,Beluša mobilná AMS,x,x,x,2,794,42,64,x,x
2024-01-11 23:06:01.839685,Púchov 1. mája,76,70,x,4,912,41,53,x,x
2024-01-11 23:06:01.839685,Bystričany Rozvodňa SSE,52,48,x,12,x,x,x,x,x
2024-01-11 23:06:01.839685,Handlová Morovianska cesta,37,32,x,9,x,x,x,x,x
2024-01-11 23:06:01.839685,Prievidza Malonecpalská,22,21,*,*,x,28,35,x,x
2024-01-11 23:06:01.839685,Žarnovica,151,144,x,x,x,37,67,x,x
2024-01-11 23:06:01.839685,Žiar nad Hronom Jilemnického,16,15,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Zvolen J. Alexyho,32,27,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Banská Bystrica Štefánikovo nábrežie,14,8,x,4,1453,21,35,0.2,x
2024-01-11 23:06:01.839685,Banská Bystrica Zelená,13,10,60,x,x,7,8,x,x
2024-01-11 23:06:01.839685,Lučenec Gemerská cesta,47,43,29,x,546,17,23,0.2,x
2024-01-11 23:06:01.839685,Hnúšťa Hlavná,60,51,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Jelšava Jesenského,145,114,10,x,x,27,37,x,x
2024-01-11 23:06:01.839685,Brezno mobilná AMS,23,19,x,x,452,10,14,x,x
2024-01-11 23:06:01.839685,Žilina Obežná,23,19,30,x,240,*,*,x,x
2024-01-11 23:06:01.839685,Oščadnica,42,44,25,12,x,25,26,x,x
2024-01-11 23:06:01.839685,Martin Jesenského,25,23,x,x,503,20,25,0.4,x
2024-01-11 23:06:01.839685,Ružomberok Riadok,17,18,48,10,835,15,19,0.8,x
2024-01-11 23:06:01.839685,Chopok EMEP,x,x,75,x,x,2,4,x,x
2024-01-11 23:06:01.839685,Liptovský Mikuláš Školská,19,14,x,7,x,10,12,x,x
2024-01-11 23:06:01.839685,Košice Ďumbierska,x,x,15,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Košice Amurská,73,70,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Košice Štefánikova,83,69,x,PDL,967,34,48,4.4,x
2024-01-11 23:06:01.839685,Kojšovská hoľa,x,x,68,x,x,4,5,x,x
2024-01-11 23:06:01.839685,Veľká Ida Letná,75,86,x,x,1138,x,x,x,x
2024-01-11 23:06:01.839685,Strážske Mierová,68,64,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Trebišov T. G. Masaryka,74,71,13,x,x,25,29,x,x
2024-01-11 23:06:01.839685,Krompachy SNP,81,84,x,4,841,29,41,5.3,x
2024-01-11 23:06:01.839685,Poprad Železničná,13,10,x,x,x,28,35,x,x
2024-01-11 23:06:01.839685,Stará Lesná AÚ SAV EMEP,12,9,62,x,x,7,8,x,x
2024-01-11 23:06:01.839685,Gánovce Meteo. st,x,x,60,x,x,10,13,x,x
2024-01-11 23:06:01.839685,Prešov Arm. gen. L. Svobodu,79,70,x,x,1117,53,109,3.5,x
2024-01-11 23:06:01.839685,Humenné Nám. slobody,70,74,20,x,x,25,33,x,x
2024-01-11 23:06:01.839685,Starina Vodná nádrž EMEP,x,x,34,x,x,13,13,x,1.3
2024-01-11 23:06:01.839685,Kolonické sedlo,34,33,x,x,x,x,x,x,x
2024-01-11 23:06:01.839685,Vranov nad Top. M. R. Štefánika,94,89,x,6,x,x,x,x,x
2024-01-11 23:06:01.839685,Bardejov Pod Vinbargom,60,59,30,x,x,23,23,x,x
2024-01-12 00:06:02.751545,Bratislava Kamenné nám.,30,23,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Bratislava Trnavské Mýto,33,27,x,x,393,19,34,0.6,x
2024-01-12 00:06:02.751545,Bratislava Jeséniova,29,22,52,8,x,10,11,x,x
2024-01-12 00:06:02.751545,Bratislava Mamateyova,29,28,27,2,x,15,18,x,x
2024-01-12 00:06:02.751545,Bratislava Púchovská,31,24,x,2,354,17,21,1.1,x
2024-01-12 00:06:02.751545,Bratislava Padlých hrdinov mobilná AMS,36,28,x,x,195,x,x,x,x
2024-01-12 00:06:02.751545,Rovinka mobilná AMS,27,x,x,3,369,PDL,PDL,1,x
2024-01-12 00:06:02.751545,Pezinok Obrancov mieru,30,26,42,x,x,12,14,x,x
2024-01-12 00:06:02.751545,Rohožník Senická,48,44,x,8,1004,7,13,PDL,x
2024-01-12 00:06:02.751545,Senec Boldocká,30,24,41,x,336,15,19,x,x
2024-01-12 00:06:02.751545,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2024-01-12 00:06:02.751545,Nitra Štúrova,41,28,x,7,381,23,34,0.5,x
2024-01-12 00:06:02.751545,Komárno Vnútorná okružná,28,25,32,x,x,19,20,x,x
2024-01-12 00:06:02.751545,Plášťovce,85,79,7,x,x,19,26,x,x
2024-01-12 00:06:02.751545,Topoľníky Aszód EMEP,22,31,37,2,x,*,*,x,*
2024-01-12 00:06:02.751545,Senica Hviezdoslavova,42,35,x,10,x,x,x,x,x
2024-01-12 00:06:02.751545,Trnava Kollárova,34,31,x,x,1145,25,46,1.3,x
2024-01-12 00:06:02.751545,Sereď Vinárska,32,27,x,x,x,15,18,x,x
2024-01-12 00:06:02.751545,Trenčín Hasičská,24,12,x,5,379,18,25,0.9,x
2024-01-12 00:06:02.751545,Beluša mobilná AMS,x,x,x,2,428,21,28,x,x
2024-01-12 00:06:02.751545,Púchov 1. mája,65,59,x,4,585,23,29,x,x
2024-01-12 00:06:02.751545,Bystričany Rozvodňa SSE,51,44,x,11,x,x,x,x,x
2024-01-12 00:06:02.751545,Handlová Morovianska cesta,33,29,x,9,x,x,x,x,x
2024-01-12 00:06:02.751545,Prievidza Malonecpalská,22,19,*,*,x,25,28,x,x
2024-01-12 00:06:02.751545,Žarnovica,98,92,x,x,x,29,43,x,x
2024-01-12 00:06:02.751545,Žiar nad Hronom Jilemnického,18,19,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Zvolen J. Alexyho,23,20,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Banská Bystrica Štefánikovo nábrežie,13,10,x,3,1407,17,26,0.2,x
2024-01-12 00:06:02.751545,Banská Bystrica Zelená,14,10,59,x,x,6,7,x,x
2024-01-12 00:06:02.751545,Lučenec Gemerská cesta,50,48,24,x,630,20,24,0.2,x
2024-01-12 00:06:02.751545,Hnúšťa Hlavná,53,45,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Jelšava Jesenského,133,110,12,x,x,23,30,x,x
2024-01-12 00:06:02.751545,Brezno mobilná AMS,12,14,x,x,472,11,14,x,x
2024-01-12 00:06:02.751545,Žilina Obežná,21,21,27,x,258,23,26,x,x
2024-01-12 00:06:02.751545,Oščadnica,30,33,24,12,x,22,23,x,x
2024-01-12 00:06:02.751545,Martin Jesenského,25,24,x,x,508,21,26,0.4,x
2024-01-12 00:06:02.751545,Ružomberok Riadok,12,10,44,9,775,12,15,0.7,x
2024-01-12 00:06:02.751545,Chopok EMEP,x,x,70,x,x,3,5,x,x
2024-01-12 00:06:02.751545,Liptovský Mikuláš Školská,20,13,x,6,x,9,11,x,x
2024-01-12 00:06:02.751545,Košice Ďumbierska,x,x,21,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Košice Amurská,70,63,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Košice Štefánikova,78,68,x,1,1128,47,75,4.3,x
2024-01-12 00:06:02.751545,Kojšovská hoľa,x,x,62,x,x,5,6,x,x
2024-01-12 00:06:02.751545,Veľká Ida Letná,70,83,x,x,1274,x,x,x,x
2024-01-12 00:06:02.751545,Strážske Mierová,69,64,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Trebišov T. G. Masaryka,81,76,8,x,x,*,*,x,x
2024-01-12 00:06:02.751545,Krompachy SNP,22,22,x,10,611,10,13,1.4,x
2024-01-12 00:06:02.751545,Poprad Železničná,14,11,x,x,x,26,35,x,x
2024-01-12 00:06:02.751545,Stará Lesná AÚ SAV EMEP,14,12,59,x,x,7,8,x,x
2024-01-12 00:06:02.751545,Gánovce Meteo. st,x,x,56,x,x,*,*,x,x
2024-01-12 00:06:02.751545,Prešov Arm. gen. L. Svobodu,71,64,x,x,1112,56,136,3.3,x
2024-01-12 00:06:02.751545,Humenné Nám. slobody,69,74,17,x,x,24,26,x,x
2024-01-12 00:06:02.751545,Starina Vodná nádrž EMEP,x,x,33,x,x,12,12,x,1.4
2024-01-12 00:06:02.751545,Kolonické sedlo,22,22,x,x,x,x,x,x,x
2024-01-12 00:06:02.751545,Vranov nad Top. M. R. Štefánika,94,91,x,6,x,x,x,x,x
2024-01-12 00:06:02.751545,Bardejov Pod Vinbargom,26,25,39,x,x,16,16,x,x
2024-01-12 01:06:02.641553,Bratislava Kamenné nám.,27,23,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Bratislava Trnavské Mýto,32,26,x,x,382,18,29,0.6,x
2024-01-12 01:06:02.641553,Bratislava Jeséniova,29,22,46,8,x,13,13,x,x
2024-01-12 01:06:02.641553,Bratislava Mamateyova,26,26,31,3,x,13,15,x,x
2024-01-12 01:06:02.641553,Bratislava Púchovská,26,23,x,2,370,17,19,1.1,x
2024-01-12 01:06:02.641553,Bratislava Padlých hrdinov mobilná AMS,35,28,x,x,196,x,x,x,x
2024-01-12 01:06:02.641553,Rovinka mobilná AMS,22,x,x,2,379,PDL,PDL,0.8,x
2024-01-12 01:06:02.641553,Pezinok Obrancov mieru,29,29,39,x,x,14,17,x,x
2024-01-12 01:06:02.641553,Rohožník Senická,54,47,x,7,992,13,23,PDL,x
2024-01-12 01:06:02.641553,Senec Boldocká,29,26,39,x,358,16,17,x,x
2024-01-12 01:06:02.641553,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2024-01-12 01:06:02.641553,Nitra Štúrova,38,26,x,7,352,19,25,0.5,x
2024-01-12 01:06:02.641553,Komárno Vnútorná okružná,29,26,33,x,x,19,19,x,x
2024-01-12 01:06:02.641553,Plášťovce,89,82,9,x,x,16,23,x,x
2024-01-12 01:06:02.641553,Topoľníky Aszód EMEP,22,30,36,2,x,*,*,x,*
2024-01-12 01:06:02.641553,Senica Hviezdoslavova,43,40,x,10,x,x,x,x,x
2024-01-12 01:06:02.641553,Trnava Kollárova,36,33,x,x,1131,19,27,1.3,x
2024-01-12 01:06:02.641553,Sereď Vinárska,32,30,x,x,x,14,16,x,x
2024-01-12 01:06:02.641553,Trenčín Hasičská,21,6,x,4,315,*,*,1,x
2024-01-12 01:06:02.641553,Beluša mobilná AMS,x,x,x,2,402,14,20,x,x
2024-01-12 01:06:02.641553,Púchov 1. mája,30,29,x,3,451,14,17,x,x
2024-01-12 01:06:02.641553,Bystričany Rozvodňa SSE,46,42,x,12,x,x,x,x,x
2024-01-12 01:06:02.641553,Handlová Morovianska cesta,32,29,x,9,x,x,x,x,x
2024-01-12 01:06:02.641553,Prievidza Malonecpalská,19,19,*,*,x,21,23,x,x
2024-01-12 01:06:02.641553,Žarnovica,82,80,x,x,x,21,29,x,x
2024-01-12 01:06:02.641553,Žiar nad Hronom Jilemnického,19,18,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Zvolen J. Alexyho,16,15,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Banská Bystrica Štefánikovo nábrežie,10,7,x,3,1362,11,14,0.1,x
2024-01-12 01:06:02.641553,Banská Bystrica Zelená,11,7,56,x,x,*,*,x,x
2024-01-12 01:06:02.641553,Lučenec Gemerská cesta,61,55,16,x,781,19,22,0.3,x
2024-01-12 01:06:02.641553,Hnúšťa Hlavná,47,38,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Jelšava Jesenského,108,88,12,x,x,14,18,x,x
2024-01-12 01:06:02.641553,Brezno mobilná AMS,13,17,x,x,469,10,13,x,x
2024-01-12 01:06:02.641553,Žilina Obežná,13,13,29,x,*,19,21,x,x
2024-01-12 01:06:02.641553,Oščadnica,18,21,26,11,x,19,19,x,x
2024-01-12 01:06:02.641553,Martin Jesenského,21,23,x,x,489,20,23,0.4,x
2024-01-12 01:06:02.641553,Ružomberok Riadok,8,10,39,8,796,13,15,0.6,x
2024-01-12 01:06:02.641553,Chopok EMEP,x,x,59,x,x,5,7,x,x
2024-01-12 01:06:02.641553,Liptovský Mikuláš Školská,14,12,x,6,x,10,12,x,x
2024-01-12 01:06:02.641553,Košice Ďumbierska,x,x,7,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Košice Amurská,71,61,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Košice Štefánikova,86,72,x,PDL,1046,44,60,4.9,x
2024-01-12 01:06:02.641553,Kojšovská hoľa,x,x,57,x,x,5,6,x,x
2024-01-12 01:06:02.641553,Veľká Ida Letná,69,83,x,x,1140,x,x,x,x
2024-01-12 01:06:02.641553,Strážske Mierová,72,68,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Trebišov T. G. Masaryka,85,82,10,x,x,22,24,x,x
2024-01-12 01:06:02.641553,Krompachy SNP,7,9,x,10,413,9,11,1,x
2024-01-12 01:06:02.641553,Poprad Železničná,14,12,x,x,x,18,21,x,x
2024-01-12 01:06:02.641553,Stará Lesná AÚ SAV EMEP,11,14,53,x,x,7,8,x,x
2024-01-12 01:06:02.641553,Gánovce Meteo. st,x,x,51,x,x,10,13,x,x
2024-01-12 01:06:02.641553,Prešov Arm. gen. L. Svobodu,63,55,x,x,905,*,*,2.7,x
2024-01-12 01:06:02.641553,Humenné Nám. slobody,71,75,14,x,x,26,28,x,x
2024-01-12 01:06:02.641553,Starina Vodná nádrž EMEP,x,x,33,x,x,12,12,x,1.2
2024-01-12 01:06:02.641553,Kolonické sedlo,26,24,x,x,x,x,x,x,x
2024-01-12 01:06:02.641553,Vranov nad Top. M. R. Štefánika,99,94,x,6,x,x,x,x,x
2024-01-12 01:06:02.641553,Bardejov Pod Vinbargom,16,17,38,x,x,14,13,x,x
2024-01-12 02:06:02.278640,Bratislava Kamenné nám.,30,26,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Bratislava Trnavské Mýto,31,26,x,x,395,16,21,0.6,x
2024-01-12 02:06:02.278640,Bratislava Jeséniova,34,24,40,9,x,15,16,x,x
2024-01-12 02:06:02.278640,Bratislava Mamateyova,26,25,27,3,x,13,15,x,x
2024-01-12 02:06:02.278640,Bratislava Púchovská,34,25,x,2,388,18,20,1.2,x
2024-01-12 02:06:02.278640,Bratislava Padlých hrdinov mobilná AMS,37,28,x,x,193,x,x,x,x
2024-01-12 02:06:02.278640,Rovinka mobilná AMS,20,x,x,3,366,PDL,PDL,0.8,x
2024-01-12 02:06:02.278640,Pezinok Obrancov mieru,26,26,41,x,x,13,15,x,x
2024-01-12 02:06:02.278640,Rohožník Senická,52,45,x,7,822,9,14,PDL,x
2024-01-12 02:06:02.278640,Senec Boldocká,25,22,42,x,303,12,13,x,x
2024-01-12 02:06:02.278640,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2024-01-12 02:06:02.278640,Nitra Štúrova,33,21,x,7,316,15,22,0.4,x
2024-01-12 02:06:02.278640,Komárno Vnútorná okružná,28,22,37,x,x,16,16,x,x
2024-01-12 02:06:02.278640,Plášťovce,75,68,5,x,x,16,22,x,x
2024-01-12 02:06:02.278640,Topoľníky Aszód EMEP,22,27,35,2,x,*,*,x,*
2024-01-12 02:06:02.278640,Senica Hviezdoslavova,40,38,x,10,x,x,x,x,x
2024-01-12 02:06:02.278640,Trnava Kollárova,33,26,x,x,1103,16,20,1.4,x
2024-01-12 02:06:02.278640,Sereď Vinárska,31,29,x,x,x,13,14,x,x
2024-01-12 02:06:02.278640,Trenčín Hasičská,16,6,x,*,337,18,20,0.9,x
2024-01-12 02:06:02.278640,Beluša mobilná AMS,x,x,x,1,327,13,19,x,x
2024-01-12 02:06:02.278640,Púchov 1. mája,28,27,x,3,638,17,20,x,x
2024-01-12 02:06:02.278640,Bystričany Rozvodňa SSE,25,22,x,12,x,x,x,x,x
2024-01-12 02:06:02.278640,Handlová Morovianska cesta,29,27,x,10,x,x,x,x,x
2024-01-12 02:06:02.278640,Prievidza Malonecpalská,13,13,*,*,x,19,21,x,x
2024-01-12 02:06:02.278640,Žarnovica,42,40,x,x,x,10,12,x,x
2024-01-12 02:06:02.278640,Žiar nad Hronom Jilemnického,17,17,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Zvolen J. Alexyho,16,15,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Banská Bystrica Štefánikovo nábrežie,8,5,x,4,1353,9,12,0.1,x
2024-01-12 02:06:02.278640,Banská Bystrica Zelená,11,10,52,x,x,6,8,x,x
2024-01-12 02:06:02.278640,Lučenec Gemerská cesta,65,60,9,x,790,21,24,0.3,x
2024-01-12 02:06:02.278640,Hnúšťa Hlavná,46,36,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Jelšava Jesenského,87,74,11,x,x,16,22,x,x
2024-01-12 02:06:02.278640,Brezno mobilná AMS,16,14,x,x,497,12,15,x,x
2024-01-12 02:06:02.278640,Žilina Obežná,7,6,25,x,271,20,23,x,x
2024-01-12 02:06:02.278640,Oščadnica,11,11,27,11,x,17,17,x,x
2024-01-12 02:06:02.278640,Martin Jesenského,15,18,x,x,467,17,19,0.3,x
2024-01-12 02:06:02.278640,Ružomberok Riadok,20,15,34,8,826,14,17,0.5,x
2024-01-12 02:06:02.278640,Chopok EMEP,x,x,50,x,x,7,9,x,x
2024-01-12 02:06:02.278640,Liptovský Mikuláš Školská,7,6,x,6,x,11,12,x,x
2024-01-12 02:06:02.278640,Košice Ďumbierska,x,x,4,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Košice Amurská,79,71,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Košice Štefánikova,77,67,x,1,1011,38,48,4.4,x
2024-01-12 02:06:02.278640,Kojšovská hoľa,x,x,53,x,x,5,7,x,x
2024-01-12 02:06:02.278640,Veľká Ida Letná,66,74,x,x,1123,x,x,x,x
2024-01-12 02:06:02.278640,Strážske Mierová,72,68,x,x,x,x,x,x,x
2024-01-12 02:06:02.278640,Trebišov T. G. Masaryka,87,84,10,x,x,22,24,x,x
2024-01-12 02:06:02.278640,Krompachy SNP,9,7,x,9,419,9,11,0.9,x
2024-01-12 02:06:02.278640,Poprad Železničná,13,14,x,x,x,10,11,x,x
2024-01-12 02:06:02.278640,Stará Lesná AÚ SAV EMEP,16,11,45,x,x,10,10,x,x
2024-01-12 02:06:02.278640,Gánovce Meteo. st,x,x,50,x,x,9,11,x,x
2024-01-12 02:06:02.278640,Prešov Arm. gen. L. Svobodu,28,24,x,x,713,22,39,1.2,x
